loss,accuracy,val_loss,val_accuracy,epoch
0.08079200983047485,0.9655172228813171,0.23904167115688324,0.9066666960716248,1
0.0747298076748848,0.9659090638160706,0.27410227060317993,0.9035294055938721,2
0.05930531769990921,0.9755094051361084,0.30812662839889526,0.9066666960716248,3
0.05692358687520027,0.9755094051361084,0.25578662753105164,0.9137254953384399,4
0.051374465227127075,0.9788401126861572,0.33965495228767395,0.8949019312858582,5
0.04170825332403183,0.9849137663841248,0.30424633622169495,0.912156879901886,6
0.03546927496790886,0.9858934283256531,0.2690523564815521,0.9168627262115479,7
0.047200463712215424,0.9829545617103577,0.24475626647472382,0.9286274313926697,8
0.037273701280355453,0.9849137663841248,0.2690896689891815,0.9168627262115479,9
0.029606932774186134,0.9866771101951599,0.26758483052253723,0.9090195894241333,10
